0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           -0.00           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.02           -0.02           -0.02           -0.03           -0.03           -0.03           -0.03           -0.04           -0.04           -0.05           -0.05           -0.05           -0.06           -0.06           -0.06           -0.06           -0.07           -0.07           -0.07           -0.07           -0.07           -0.06           -0.06           -0.06           -0.06           -0.05           -0.05           -0.05           -0.04           -0.04           -0.04           -0.03           -0.03           -0.03           -0.02           -0.02           -0.02           -0.02           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.02            
0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           -0.00           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.02           -0.02           -0.02           -0.02           -0.03           -0.03           -0.03           -0.04           -0.04           -0.04           -0.05           -0.05           -0.05           -0.05           -0.06           -0.06           -0.06           -0.06           -0.06           -0.06           -0.06           -0.06           -0.06           -0.06           -0.05           -0.05           -0.05           -0.04           -0.04           -0.04           -0.03           -0.03           -0.03           -0.03           -0.02           -0.02           -0.02           -0.02           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.02            
0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           -0.00           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.02           -0.02           -0.02           -0.03           -0.03           -0.03           -0.03           -0.04           -0.04           -0.04           -0.05           -0.05           -0.05           -0.05           -0.06           -0.06           -0.06           -0.06           -0.06           -0.06           -0.06           -0.05           -0.05           -0.05           -0.05           -0.04           -0.04           -0.04           -0.04           -0.03           -0.03           -0.03           -0.02           -0.02           -0.02           -0.02           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.02            
0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.02           -0.02           -0.02           -0.02           -0.03           -0.03           -0.03           -0.03           -0.04           -0.04           -0.04           -0.05           -0.05           -0.05           -0.05           -0.05           -0.05           -0.05           -0.05           -0.05           -0.05           -0.05           -0.05           -0.05           -0.04           -0.04           -0.04           -0.04           -0.03           -0.03           -0.03           -0.03           -0.02           -0.02           -0.02           -0.02           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.02            
0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.02           -0.02           -0.02           -0.02           -0.03           -0.03           -0.03           -0.04           -0.04           -0.04           -0.04           -0.04           -0.05           -0.05           -0.05           -0.05           -0.05           -0.05           -0.05           -0.05           -0.05           -0.05           -0.04           -0.04           -0.04           -0.04           -0.03           -0.03           -0.03           -0.03           -0.02           -0.02           -0.02           -0.02           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.02            
0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.02           -0.02           -0.02           -0.03           -0.03           -0.03           -0.03           -0.04           -0.04           -0.04           -0.04           -0.04           -0.05           -0.05           -0.05           -0.05           -0.05           -0.05           -0.05           -0.05           -0.04           -0.04           -0.04           -0.04           -0.03           -0.03           -0.03           -0.03           -0.02           -0.02           -0.02           -0.02           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.02            
0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.02           -0.02           -0.02           -0.02           -0.03           -0.03           -0.03           -0.03           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.05           -0.05           -0.05           -0.05           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.03           -0.03           -0.03           -0.03           -0.02           -0.02           -0.02           -0.02           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.02            
0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.02           -0.02           -0.02           -0.02           -0.03           -0.03           -0.03           -0.03           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.03           -0.03           -0.03           -0.03           -0.02           -0.02           -0.02           -0.02           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.02            0.02            0.02            0.02            0.02            0.02            0.02            
0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.02           -0.02           -0.02           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.02           -0.02           -0.02           -0.02           -0.03           -0.03           -0.03           -0.03           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.03           -0.03           -0.03           -0.03           -0.03           -0.02           -0.02           -0.02           -0.02           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.02            0.02            0.02            0.02            0.02            0.02            0.02            
0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.02           -0.02           -0.02           -0.02           -0.02           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.02           -0.02           -0.02           -0.02           -0.03           -0.03           -0.03           -0.03           -0.03           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.03           -0.03           -0.03           -0.03           -0.02           -0.02           -0.02           -0.02           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.02            0.02            0.02            0.02            0.02            0.02            0.02            
0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.02           -0.02           -0.02           -0.02           -0.02           -0.02           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.00            0.00            0.00            0.00            -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.02           -0.02           -0.02           -0.02           -0.03           -0.03           -0.03           -0.03           -0.03           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.03           -0.03           -0.03           -0.03           -0.02           -0.02           -0.02           -0.02           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.02            0.02            0.02            0.02            0.02            0.02            0.02            
0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.02           -0.02           -0.02           -0.02           -0.02           -0.02           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.02           -0.02           -0.02           -0.02           -0.03           -0.03           -0.03           -0.03           -0.03           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.03           -0.03           -0.03           -0.03           -0.02           -0.02           -0.02           -0.02           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.02            0.02            0.02            0.02            0.02            0.02            
0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.02           -0.02           -0.02           -0.02           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.02           -0.02           -0.02           -0.02           -0.03           -0.03           -0.03           -0.03           -0.03           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.03           -0.03           -0.03           -0.03           -0.02           -0.02           -0.02           -0.02           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.02            0.02            0.02            0.02            0.02            0.02            
0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.02           -0.02           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.02           -0.02           -0.02           -0.02           -0.03           -0.03           -0.03           -0.03           -0.03           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.03           -0.03           -0.03           -0.03           -0.03           -0.02           -0.02           -0.02           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.02            0.02            0.02            0.02            0.02            0.02            
0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.02           -0.02           -0.02           -0.02           -0.03           -0.03           -0.03           -0.03           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.03           -0.03           -0.03           -0.03           -0.02           -0.02           -0.02           -0.02           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.02            0.02            0.02            0.02            0.02            
0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.02           -0.02           -0.02           -0.03           -0.03           -0.03           -0.03           -0.03           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.03           -0.03           -0.03           -0.03           -0.02           -0.02           -0.02           -0.02           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.02            0.02            0.02            0.02            
0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.04            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.03            0.02            0.02            0.02            0.02            0.02            0.02            0.02            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            0.00            0.00            -0.00           -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.00            0.00            -0.00           -0.00           -0.00           -0.01           -0.01           -0.01           -0.02           -0.02           -0.02           -0.02           -0.03           -0.03           -0.03           -0.03           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.04           -0.03           -0.03           -0.03           -0.03           -0.02           -0.02           -0.02           -0.01           -0.01           -0.01           -0.01           -0.01           -0.00           -0.00           -0.00           0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.00            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.01            0.02            0.02            0.02            0.02            
